week,sku,weekly_sales,EV,color,price,vendor,functionality
5/22/17,1,14,FALSE,white,31.99,10,Colt Diesel
5/29/17,1,25,FALSE,white,31.99,10,Colt Diesel
6/5/17,1,21,FALSE,white,31.99,10,Colt Diesel
6/12/17,1,114,FALSE,white,32.99,10,Colt Diesel
6/19/17,1,12,FALSE,white,31.4,10,Colt Diesel
6/26/17,1,18,FALSE,white,30.99,10,Colt Diesel
7/3/17,1,14,FALSE,white,30.99,10,Colt Diesel
7/10/17,1,121,FALSE,white,27.86,10,Colt Diesel
7/17/17,1,174,FALSE,white,27.49,10,Colt Diesel
7/24/17,1,93,FALSE,white,27.49,10,Colt Diesel
7/31/17,1,31,FALSE,white,26.49,10,Colt Diesel
8/7/17,1,114,TRUE,white,26.49,10,Colt Diesel
8/14/17,1,132,FALSE,white,22.54,10,Colt Diesel
8/21/17,1,27,FALSE,white,27.25,10,Colt Diesel
8/28/17,1,23,FALSE,white,29.25,10,Colt Diesel
9/4/17,1,7,FALSE,white,29.25,10,Colt Diesel
9/11/17,1,68,FALSE,white,27.25,10,Colt Diesel
9/18/17,1,27,FALSE,white,27.25,10,Colt Diesel
9/25/17,1,28,FALSE,white,28.12,10,Colt Diesel
10/2/17,1,13,FALSE,white,30.17,10,Colt Diesel
10/9/17,1,20,FALSE,white,28.44,10,Colt Diesel
10/16/17,1,79,FALSE,white,29.29,10,Colt Diesel
10/23/17,1,102,FALSE,white,32.37,10,Colt Diesel
10/30/17,1,13,FALSE,white,31.66,10,Colt Diesel
11/6/17,1,51,FALSE,white,28.69,10,Colt Diesel
11/13/17,1,87,FALSE,white,27.69,10,Colt Diesel
11/20/17,1,36,FALSE,white,27.86,10,Colt Diesel
11/27/17,1,53,FALSE,white,28.69,10,Colt Diesel
12/4/17,1,11,FALSE,white,25.98,10,Colt Diesel
12/11/17,1,41,FALSE,white,27.69,10,Colt Diesel
12/18/17,1,155,FALSE,white,29.69,10,Colt Diesel
12/25/17,1,67,FALSE,white,27.69,10,Colt Diesel
1/1/18,1,22,FALSE,white,29.69,10,Colt Diesel
1/8/18,1,93,FALSE,white,28.74,10,Colt Diesel
1/15/18,1,61,FALSE,white,30.45,10,Colt Diesel
1/22/18,1,20,FALSE,white,29.45,10,Colt Diesel
1/29/18,1,18,FALSE,white,31.45,10,Colt Diesel
2/5/18,1,77,FALSE,white,30.45,10,Colt Diesel
2/12/18,1,22,FALSE,white,30.45,10,Colt Diesel
2/19/18,1,27,FALSE,white,30.45,10,Colt Diesel
2/26/18,1,24,FALSE,white,31.08,10,Colt Diesel
3/5/18,1,30,FALSE,white,29.45,10,Colt Diesel
3/12/18,1,35,FALSE,white,31.45,10,Colt Diesel
3/19/18,1,24,FALSE,white,30.29,10,Colt Diesel
3/26/18,1,304,FALSE,white,23.23,10,Colt Diesel
4/2/18,1,208,FALSE,white,17.91,10,Colt Diesel
4/9/18,1,109,FALSE,white,28.17,10,Colt Diesel
4/16/18,1,26,FALSE,white,29.45,10,Colt Diesel
4/23/18,1,32,FALSE,white,30.45,10,Colt Diesel
4/30/18,1,34,FALSE,white,31.37,10,Colt Diesel
5/7/18,1,140,FALSE,white,30.45,10,Colt Diesel
5/14/18,1,30,FALSE,white,30.34,10,Colt Diesel
5/21/18,1,28,FALSE,white,30.45,10,Colt Diesel
5/28/18,1,106,FALSE,white,30.45,10,Colt Diesel
6/4/18,1,41,FALSE,white,23.9,10,Colt Diesel
6/11/18,1,34,FALSE,white,37.56,10,Colt Diesel
6/18/18,1,26,FALSE,white,30.55,10,Colt Diesel
6/25/18,1,168,FALSE,white,17.64,10,Colt Diesel
7/2/18,1,231,FALSE,white,20.45,10,Colt Diesel
7/9/18,1,37,FALSE,white,27.92,10,Colt Diesel
7/16/18,1,34,FALSE,white,30.14,10,Colt Diesel
7/23/18,1,39,FALSE,white,21.37,10,Colt Diesel
7/30/18,1,167,FALSE,white,20.05,10,Colt Diesel
8/6/18,1,114,FALSE,white,19,10,Colt Diesel
8/13/18,1,95,FALSE,white,18.1,10,Colt Diesel
8/20/18,1,156,FALSE,white,21.46,10,Colt Diesel
8/27/18,1,42,FALSE,white,21.99,10,Colt Diesel
9/3/18,1,55,FALSE,white,19.28,10,Colt Diesel
9/10/18,1,54,FALSE,white,19.61,10,Colt Diesel
9/17/18,1,179,FALSE,white,19.04,10,Colt Diesel
9/24/18,1,135,FALSE,white,21.76,10,Colt Diesel
10/31/16,1,11,FALSE,white,63.99,6,Colt Diesel
11/7/16,1,9,FALSE,white,63.99,6,Colt Diesel
11/14/16,1,8,FALSE,white,63.99,6,Colt Diesel
11/21/16,1,51,TRUE,white,41.59,6,Colt Diesel
11/28/16,1,23,TRUE,white,45.31,6,Colt Diesel
12/5/16,1,8,FALSE,white,135.91,6,Colt Diesel
12/12/16,1,37,TRUE,white,42.99,6,Colt Diesel
12/19/16,1,27,TRUE,white,53.55,6,Colt Diesel
12/26/16,1,8,FALSE,white,88.74,6,Colt Diesel
1/2/17,1,178,TRUE,white,30.99,6,Colt Diesel
1/9/17,1,750,TRUE,white,32.01,6,Colt Diesel
1/16/17,1,16,TRUE,white,50.79,6,Colt Diesel
1/23/17,1,26,TRUE,white,44.26,6,Colt Diesel
1/30/17,1,13,TRUE,white,61.68,6,Colt Diesel
2/6/17,1,12,FALSE,white,65.99,6,Colt Diesel
2/13/17,1,18,FALSE,white,63.49,6,Colt Diesel
2/20/17,1,13,FALSE,white,59.1,6,Colt Diesel
2/27/17,1,32,TRUE,white,43.99,6,Colt Diesel
3/6/17,1,11,FALSE,white,63.99,6,Colt Diesel
3/13/17,1,23,TRUE,white,43.99,6,Colt Diesel
3/20/17,1,20,TRUE,white,41.99,6,Colt Diesel
3/27/17,1,9,FALSE,white,60.7,6,Colt Diesel
4/3/17,1,13,FALSE,white,63.83,6,Colt Diesel
4/10/17,1,14,FALSE,white,63.02,6,Colt Diesel
4/17/17,1,11,FALSE,white,65.13,6,Colt Diesel
4/24/17,1,6,FALSE,white,59.92,6,Colt Diesel
5/1/17,1,15,FALSE,white,57.28,6,Colt Diesel
5/8/17,1,7,FALSE,white,56.75,6,Colt Diesel
5/15/17,1,14,FALSE,white,54.37,6,Colt Diesel
5/22/17,1,13,FALSE,white,57.49,6,Colt Diesel
5/29/17,1,5,FALSE,white,63.99,6,Colt Diesel
6/5/17,1,12,FALSE,white,63.26,6,Colt Diesel
6/12/17,1,13,FALSE,white,65.99,6,Colt Diesel
6/19/17,1,12,FALSE,white,63.81,6,Colt Diesel
6/26/17,1,13,FALSE,white,62.67,6,Colt Diesel
7/3/17,1,10,FALSE,white,62.76,6,Colt Diesel
7/10/17,1,13,FALSE,white,61.68,6,Colt Diesel
7/17/17,1,14,FALSE,white,63.82,6,Colt Diesel
7/24/17,1,14,FALSE,white,64.61,6,Colt Diesel
7/31/17,1,6,FALSE,white,53.96,6,Colt Diesel
8/7/17,1,13,FALSE,white,60.79,6,Colt Diesel
8/14/17,1,16,FALSE,white,59.43,6,Colt Diesel
8/21/17,1,19,FALSE,white,62.39,6,Colt Diesel
8/28/17,1,11,FALSE,white,61.27,6,Colt Diesel
9/4/17,1,21,FALSE,white,33.49,6,Colt Diesel
9/11/17,1,579,TRUE,white,31.96,6,Colt Diesel
9/18/17,1,14,FALSE,white,51.24,6,Colt Diesel
9/25/17,1,16,TRUE,white,51.2,6,Colt Diesel
10/2/17,1,12,TRUE,white,46.92,6,Colt Diesel
10/9/17,1,10,FALSE,white,63.5,6,Colt Diesel
10/16/17,1,19,FALSE,white,62.4,6,Colt Diesel
10/23/17,1,12,FALSE,white,64.92,6,Colt Diesel
10/30/17,1,5,FALSE,white,65.99,6,Colt Diesel
11/6/17,1,14,FALSE,white,54.99,6,Colt Diesel
11/13/17,1,10,FALSE,white,43.99,6,Colt Diesel
11/20/17,1,69,FALSE,white,46.66,6,Colt Diesel
11/27/17,1,34,FALSE,white,44.13,6,Colt Diesel
12/4/17,1,10,FALSE,white,60.61,6,Colt Diesel
12/11/17,1,10,FALSE,white,64.56,6,Colt Diesel
12/18/17,1,8,FALSE,white,66.97,6,Colt Diesel
12/25/17,1,9,FALSE,white,64.13,6,Colt Diesel
1/1/18,1,31,FALSE,white,46.94,6,Colt Diesel
1/8/18,1,86,FALSE,white,34.03,6,Colt Diesel
1/15/18,1,18,FALSE,white,53.99,6,Colt Diesel
1/22/18,1,9,FALSE,white,65.99,6,Colt Diesel
1/29/18,1,17,FALSE,white,60.28,6,Colt Diesel
2/5/18,1,22,FALSE,white,54.3,6,Colt Diesel
2/12/18,1,11,FALSE,white,53.99,6,Colt Diesel
2/19/18,1,33,FALSE,white,41.99,6,Colt Diesel
2/26/18,1,38,FALSE,white,41.99,6,Colt Diesel
3/5/18,1,31,TRUE,white,67.13,6,Colt Diesel
3/12/18,1,24,FALSE,white,64.99,6,Colt Diesel
3/19/18,1,30,FALSE,white,65.99,6,Colt Diesel
3/26/18,1,45,TRUE,white,62.52,6,Colt Diesel
4/2/18,1,44,FALSE,white,41.99,6,Colt Diesel
4/9/18,1,37,FALSE,white,44.72,6,Colt Diesel
4/16/18,1,16,FALSE,white,64.99,6,Colt Diesel
4/23/18,1,20,FALSE,white,65.99,6,Colt Diesel
4/30/18,1,23,FALSE,white,65.89,6,Colt Diesel
5/7/18,1,33,FALSE,white,65.37,6,Colt Diesel
5/14/18,1,28,FALSE,white,63.68,6,Colt Diesel
5/21/18,1,29,FALSE,white,67.53,6,Colt Diesel
5/28/18,1,107,FALSE,white,32.11,6,Colt Diesel
6/4/18,1,249,TRUE,white,31.99,6,Colt Diesel
6/11/18,1,58,FALSE,white,43.65,6,Colt Diesel
6/18/18,1,42,TRUE,white,43.65,6,Colt Diesel
6/25/18,1,40,FALSE,white,44.65,6,Colt Diesel
7/2/18,1,25,FALSE,white,44.65,6,Colt Diesel
7/9/18,1,25,FALSE,white,50.1,6,Colt Diesel
7/16/18,1,43,FALSE,white,44.43,6,Colt Diesel
7/23/18,1,31,FALSE,white,42.99,6,Colt Diesel
7/30/18,1,31,TRUE,white,64.45,6,Colt Diesel
8/6/18,1,19,FALSE,white,61.89,6,Colt Diesel
8/13/18,1,35,TRUE,white,65.26,6,Colt Diesel
8/20/18,1,19,FALSE,white,63.99,6,Colt Diesel
8/27/18,1,23,FALSE,white,64.99,6,Colt Diesel
9/3/18,1,23,FALSE,white,39.59,6,Colt Diesel
9/10/18,1,115,FALSE,white,30.97,6,Colt Diesel
9/17/18,1,19,FALSE,white,64.26,6,Colt Diesel
9/24/18,1,12,FALSE,white,65.99,6,Colt Diesel
10/31/16,1,10,FALSE,white,27.69,10,Trailer
11/7/16,1,10,FALSE,white,29.69,10,Trailer
11/14/16,1,11,FALSE,white,29.69,10,Trailer
11/21/16,1,14,FALSE,white,27.79,10,Trailer
11/28/16,1,9,FALSE,white,24.8,10,Trailer
12/5/16,1,13,FALSE,white,27.06,10,Trailer
12/12/16,1,18,FALSE,white,25.79,10,Trailer
12/19/16,1,7,FALSE,white,27.81,10,Trailer
12/26/16,1,17,FALSE,white,25.43,10,Trailer
1/2/17,1,10,FALSE,white,28.69,10,Trailer
1/9/17,1,12,FALSE,white,24.79,10,Trailer
1/16/17,1,14,FALSE,white,27.54,10,Trailer
1/23/17,1,20,FALSE,white,25.98,10,Trailer
1/30/17,1,30,TRUE,white,22.09,10,Trailer
2/6/17,1,25,FALSE,white,28.2,10,Trailer
2/13/17,1,15,FALSE,white,29.14,10,Trailer
2/20/17,1,17,FALSE,white,27.29,10,Trailer
2/27/17,1,10,FALSE,white,26.59,10,Trailer
3/6/17,1,28,TRUE,white,22.78,10,Trailer
3/13/17,1,23,FALSE,white,28.15,10,Trailer
3/20/17,1,15,FALSE,white,27.18,10,Trailer
3/27/17,1,10,FALSE,white,26.59,10,Trailer
4/3/17,1,17,TRUE,white,20.99,10,Trailer
4/10/17,1,10,FALSE,white,29.69,10,Trailer
4/17/17,1,38,FALSE,white,28.69,10,Trailer
4/24/17,1,5,FALSE,white,28.69,10,Trailer
5/1/17,1,7,FALSE,white,29.69,10,Trailer
5/8/17,1,11,FALSE,white,27.63,10,Trailer
5/15/17,1,24,TRUE,white,20.74,10,Trailer
5/22/17,1,9,FALSE,white,26.73,10,Trailer
5/29/17,1,45,TRUE,white,20.99,10,Trailer
6/5/17,1,13,FALSE,white,29.69,10,Trailer
6/12/17,1,19,FALSE,white,28.07,10,Trailer
6/19/17,1,63,TRUE,white,20.99,10,Trailer
6/26/17,1,5,FALSE,white,29.69,10,Trailer
7/3/17,1,20,FALSE,white,27.69,10,Trailer
7/10/17,1,3,FALSE,white,28.69,10,Trailer
7/17/17,1,12,FALSE,white,28.69,10,Trailer
7/24/17,1,14,FALSE,white,29.69,10,Trailer
7/31/17,1,25,FALSE,white,28.69,10,Trailer
8/7/17,1,19,FALSE,white,27.69,10,Trailer
8/14/17,1,15,FALSE,white,28.25,10,Trailer
8/21/17,1,13,FALSE,white,27.49,10,Trailer
8/28/17,1,7,FALSE,white,26.49,10,Trailer
9/4/17,1,6,FALSE,white,26.49,10,Trailer
9/11/17,1,15,FALSE,white,27.49,10,Trailer
9/18/17,1,14,FALSE,white,23.77,10,Trailer
9/25/17,1,19,FALSE,white,26.49,10,Trailer
10/2/17,1,14,FALSE,white,27.49,10,Trailer
10/9/17,1,18,FALSE,white,25.66,10,Trailer
10/16/17,1,16,FALSE,white,27.49,10,Trailer
10/23/17,1,26,FALSE,white,26.49,10,Trailer
10/30/17,1,20,FALSE,white,27.49,10,Trailer
11/6/17,1,8,FALSE,white,25.49,10,Trailer
11/13/17,1,4,FALSE,white,26.49,10,Trailer
11/20/17,1,15,FALSE,white,27.49,10,Trailer
11/27/17,1,10,FALSE,white,26.49,10,Trailer
12/4/17,1,12,FALSE,white,27.49,10,Trailer
12/11/17,1,8,FALSE,white,27.49,10,Trailer
12/18/17,1,16,FALSE,white,26.49,10,Trailer
12/25/17,1,7,FALSE,white,24.11,10,Trailer
1/1/18,1,11,FALSE,white,26.49,10,Trailer
1/8/18,1,9,FALSE,white,26.49,10,Trailer
1/15/18,1,16,FALSE,white,27.49,10,Trailer
1/22/18,1,12,FALSE,white,27.49,10,Trailer
1/29/18,1,26,FALSE,white,23.48,10,Trailer
2/5/18,1,17,FALSE,white,27.49,10,Trailer
2/12/18,1,15,TRUE,white,25.49,10,Trailer
2/19/18,1,11,FALSE,white,25.49,10,Trailer
2/26/18,1,11,FALSE,white,26.49,10,Trailer
3/5/18,1,17,FALSE,white,28,10,Trailer
3/12/18,1,18,FALSE,white,29.67,10,Trailer
3/19/18,1,18,FALSE,white,27.33,10,Trailer
3/26/18,1,17,FALSE,white,27.49,10,Trailer
4/2/18,1,13,FALSE,white,26.49,10,Trailer
4/9/18,1,12,FALSE,white,26.49,10,Trailer
4/16/18,1,18,FALSE,white,25.49,10,Trailer
4/23/18,1,16,FALSE,white,26.49,10,Trailer
4/30/18,1,19,FALSE,white,27.49,10,Trailer
5/7/18,1,19,FALSE,white,27.49,10,Trailer
5/14/18,1,23,FALSE,white,25.21,10,Trailer
5/21/18,1,29,FALSE,white,26.79,10,Trailer
5/28/18,1,17,FALSE,white,25.49,10,Trailer
6/4/18,1,18,FALSE,white,25.32,10,Trailer
6/11/18,1,31,TRUE,white,24.96,10,Trailer
6/18/18,1,28,FALSE,white,19.78,10,Trailer
6/25/18,1,28,FALSE,white,18.78,10,Trailer
7/2/18,1,17,FALSE,white,18.78,10,Trailer
7/9/18,1,24,FALSE,white,18.54,10,Trailer
7/16/18,1,28,FALSE,white,18.69,10,Trailer
7/23/18,1,14,FALSE,white,21.46,10,Trailer
7/30/18,1,19,FALSE,white,27.18,10,Trailer
8/6/18,1,22,FALSE,white,26.3,10,Trailer
8/13/18,1,15,FALSE,white,24.9,10,Trailer
8/20/18,1,21,FALSE,white,26.49,10,Trailer
8/27/18,1,17,FALSE,white,25.49,10,Trailer
9/3/18,1,16,FALSE,white,25.49,10,Trailer
9/10/18,1,14,FALSE,white,25.57,10,Trailer
9/17/18,1,24,FALSE,white,25.47,10,Trailer
9/24/18,1,27,TRUE,white,26.2,10,Trailer
10/31/16,1,47,TRUE,white,31.89,10,Trailer
11/7/16,1,49,TRUE,white,27.78,10,Trailer
11/14/16,1,49,TRUE,white,31.3,10,Trailer
11/21/16,1,43,TRUE,white,27.08,10,Trailer
11/28/16,1,64,TRUE,white,25.8,10,Trailer
12/5/16,1,51,TRUE,white,27.48,10,Trailer
12/12/16,1,49,TRUE,white,26.54,10,Trailer
12/19/16,1,34,TRUE,white,26.49,10,Trailer
12/26/16,1,54,TRUE,white,27.78,10,Trailer
1/2/17,1,47,TRUE,white,27.01,10,Trailer
1/9/17,1,42,TRUE,white,27.18,10,Trailer
1/16/17,1,64,TRUE,white,26.17,10,Trailer
1/23/17,1,48,TRUE,white,25.59,10,Trailer
1/30/17,1,49,FALSE,white,31.31,10,Trailer
2/6/17,1,37,FALSE,white,31.43,10,Trailer
2/13/17,1,43,TRUE,white,21.21,10,Trailer
2/20/17,1,48,FALSE,white,30.54,10,Trailer
2/27/17,1,36,FALSE,white,28.96,10,Trailer
3/6/17,1,13,FALSE,white,29.97,10,Trailer
3/13/17,1,20,FALSE,white,31.73,10,Trailer
3/20/17,1,17,FALSE,white,32.99,10,Trailer
3/27/17,1,21,FALSE,white,32.1,10,Trailer
4/3/17,1,38,FALSE,white,32.12,10,Trailer
4/10/17,1,34,TRUE,white,19.79,10,Trailer
4/17/17,1,22,FALSE,white,42.2,10,Trailer
4/24/17,1,47,TRUE,white,18.76,10,Trailer
5/1/17,1,42,FALSE,white,27.08,10,Trailer
5/8/17,1,74,TRUE,white,20.34,10,Trailer
5/15/17,1,26,FALSE,white,31.81,10,Trailer
5/22/17,1,91,TRUE,white,18.44,10,Trailer
5/29/17,1,36,FALSE,white,35.14,10,Trailer
6/5/17,1,142,TRUE,white,18.73,10,Trailer
6/12/17,1,160,TRUE,white,18.94,10,Trailer
6/19/17,1,72,FALSE,white,35.24,10,Trailer
6/26/17,1,219,TRUE,white,19.03,10,Trailer
7/3/17,1,63,FALSE,white,36.25,10,Trailer
7/10/17,1,160,TRUE,white,19.67,10,Trailer
7/17/17,1,176,TRUE,white,18.65,10,Trailer
7/24/17,1,168,TRUE,white,18.05,10,Trailer
7/31/17,1,56,FALSE,white,33.09,10,Trailer
8/7/17,1,136,TRUE,white,18.91,10,Trailer
8/14/17,1,189,TRUE,white,19.93,10,Trailer
8/21/17,1,177,TRUE,white,17.91,10,Trailer
8/28/17,1,79,TRUE,white,17.56,10,Trailer
9/4/17,1,20,FALSE,white,31.13,10,Trailer
9/11/17,1,104,TRUE,white,19.65,10,Trailer
9/18/17,1,93,TRUE,white,20.18,10,Trailer
9/25/17,1,30,FALSE,white,40.1,10,Trailer
10/2/17,1,19,FALSE,white,33.4,10,Trailer
10/9/17,1,116,TRUE,white,18.09,10,Trailer
10/16/17,1,26,FALSE,white,41.64,10,Trailer
10/23/17,1,31,FALSE,white,41.63,10,Trailer
10/30/17,1,36,FALSE,white,36.55,10,Trailer
11/6/17,1,76,FALSE,white,20.24,10,Trailer
11/13/17,1,69,FALSE,white,17.31,10,Trailer
11/20/17,1,37,FALSE,white,40.1,10,Trailer
11/27/17,1,109,FALSE,white,21.79,10,Trailer
12/4/17,1,82,FALSE,white,18.84,10,Trailer
12/11/17,1,77,FALSE,white,20.79,10,Trailer
12/18/17,1,15,FALSE,white,39.7,10,Trailer
12/25/17,1,49,FALSE,white,22.31,10,Trailer
1/1/18,1,44,FALSE,white,19.52,10,Trailer
1/8/18,1,53,FALSE,white,21.15,10,Trailer
1/15/18,1,16,FALSE,white,42.1,10,Trailer
1/22/18,1,11,FALSE,white,40.1,10,Trailer
1/29/18,1,14,FALSE,white,41.1,10,Trailer
2/5/18,1,13,TRUE,white,42.1,10,Trailer
2/12/18,1,14,FALSE,white,45.34,10,Trailer
2/19/18,1,10,FALSE,white,35.42,10,Trailer
2/26/18,1,13,FALSE,white,40.1,10,Trailer
3/5/18,1,27,TRUE,white,55.13,10,Trailer
3/12/18,1,27,FALSE,white,35.89,10,Trailer
3/19/18,1,30,FALSE,white,42.1,10,Trailer
3/26/18,1,41,TRUE,white,37.32,10,Trailer
4/2/18,1,24,FALSE,white,31.57,10,Trailer
4/9/18,1,35,TRUE,white,32.99,10,Trailer
4/16/18,1,40,TRUE,white,31.21,10,Trailer
4/23/18,1,74,FALSE,white,21.34,10,Trailer
4/30/18,1,40,FALSE,white,27.71,10,Trailer
5/7/18,1,78,FALSE,white,20.06,10,Trailer
5/14/18,1,60,FALSE,white,31.19,10,Trailer
5/21/18,1,40,FALSE,white,30.51,10,Trailer
5/28/18,1,81,TRUE,white,21.59,10,Trailer
6/4/18,1,75,FALSE,white,22.13,10,Trailer
6/11/18,1,63,TRUE,white,20.7,10,Trailer
6/18/18,1,49,TRUE,white,20.99,10,Trailer
6/25/18,1,66,FALSE,white,19.91,10,Trailer
7/2/18,1,86,TRUE,white,22.1,10,Trailer
7/9/18,1,91,TRUE,white,22.39,10,Trailer
7/16/18,1,79,FALSE,white,21.43,10,Trailer
7/23/18,1,71,TRUE,white,20.84,10,Trailer
7/30/18,1,90,TRUE,white,23.44,10,Trailer
8/6/18,1,61,TRUE,white,21.23,10,Trailer
8/13/18,1,34,TRUE,white,27.52,10,Trailer
8/20/18,1,36,FALSE,white,32.63,10,Trailer
8/27/18,1,28,TRUE,white,31.69,10,Trailer
9/3/18,1,58,FALSE,white,21.99,10,Trailer
9/10/18,1,62,FALSE,white,20.17,10,Trailer
9/17/18,1,114,FALSE,white,21,10,Trailer
9/24/18,1,36,TRUE,white,30.85,10,Trailer
10/31/16,1,46,TRUE,red,14.8,6,Container
11/7/16,1,34,TRUE,red,14.87,6,Container
11/14/16,1,72,TRUE,red,15.27,6,Container
11/21/16,1,29,TRUE,red,21.41,6,Container
11/28/16,1,76,TRUE,red,14.75,6,Container
12/5/16,1,42,TRUE,red,17.56,6,Container
12/12/16,1,56,TRUE,red,12.93,6,Container
12/19/16,1,25,TRUE,red,15.12,6,Container
12/26/16,1,77,TRUE,red,7.26,6,Container
1/2/17,1,2167,TRUE,red,14.29,6,Container
1/9/17,1,47,TRUE,red,14.45,6,Container
1/16/17,1,81,TRUE,red,15.58,6,Container
1/23/17,1,72,TRUE,red,22.52,6,Container
1/30/17,1,35,TRUE,red,19.76,6,Container
2/6/17,1,41,TRUE,red,19.75,6,Container
2/13/17,1,68,TRUE,red,16.82,6,Container
2/20/17,1,42,TRUE,red,21.7,6,Container
2/27/17,1,68,TRUE,red,9.89,6,Container
3/6/17,1,1367,TRUE,red,8.89,6,Container
3/13/17,1,660,TRUE,red,14.38,6,Container
3/20/17,1,44,TRUE,red,21.27,6,Container
3/27/17,1,151,TRUE,red,14.98,6,Container
4/3/17,1,878,TRUE,red,14.36,6,Container
4/10/17,1,88,TRUE,red,19.42,6,Container
4/17/17,1,70,TRUE,red,16.92,6,Container
4/24/17,1,76,TRUE,red,16.49,6,Container
5/1/17,1,137,TRUE,red,14.67,6,Container
5/8/17,1,73,TRUE,red,14.86,6,Container
5/15/17,1,136,TRUE,red,20.78,6,Container
5/22/17,1,93,TRUE,red,16.66,6,Container
5/29/17,1,202,TRUE,red,19.25,6,Container
6/5/17,1,144,TRUE,red,19.83,6,Container
6/12/17,1,1783,TRUE,red,10.25,6,Container
6/19/17,1,82,TRUE,red,20.59,6,Container
6/26/17,1,131,TRUE,red,14.63,6,Container
7/3/17,1,118,TRUE,red,16.07,6,Container
7/10/17,1,144,TRUE,red,14.33,6,Container
7/17/17,1,74,TRUE,red,15.45,6,Container
7/24/17,1,61,TRUE,red,20.08,6,Container
7/31/17,1,108,TRUE,red,15.35,6,Container
8/7/17,1,74,TRUE,red,15.34,6,Container
8/14/17,1,187,TRUE,red,13.72,6,Container
8/21/17,1,120,TRUE,red,19.48,6,Container
8/28/17,1,81,TRUE,red,14.32,6,Container
9/4/17,1,70,TRUE,red,14.29,6,Container
9/11/17,1,400,TRUE,red,11.62,6,Container
9/18/17,1,2130,TRUE,red,9,6,Container
9/25/17,1,348,TRUE,red,13.64,6,Container
10/2/17,1,186,TRUE,red,14.43,6,Container
10/9/17,1,74,TRUE,red,20.64,6,Container
10/16/17,1,77,TRUE,red,21.57,6,Container
10/23/17,1,196,TRUE,red,15.03,6,Container
10/30/17,1,90,FALSE,red,27.17,6,Container
11/6/17,1,99,FALSE,red,20.27,6,Container
11/13/17,1,2698,FALSE,red,12.27,6,Container
11/20/17,1,30,FALSE,red,20.21,6,Container
11/27/17,1,28,FALSE,red,20.99,6,Container
12/4/17,1,43,FALSE,red,21.99,6,Container
12/11/17,1,36,FALSE,red,21.17,6,Container
12/18/17,1,128,FALSE,red,15.33,6,Container
12/25/17,1,71,FALSE,red,18.23,6,Container
1/1/18,1,549,FALSE,red,13.31,6,Container
1/8/18,1,66,FALSE,red,15.68,6,Container
1/15/18,1,53,FALSE,red,16.75,6,Container
1/22/18,1,57,FALSE,red,15.07,6,Container
1/29/18,1,52,TRUE,red,16.83,6,Container
2/5/18,1,27,TRUE,red,20.99,6,Container
2/12/18,1,53,TRUE,red,21.11,6,Container
2/19/18,1,63,TRUE,red,19.99,6,Container
2/26/18,1,33,TRUE,red,23.48,6,Container
3/5/18,1,167,TRUE,red,34.65,6,Container
3/12/18,1,182,TRUE,red,15.32,6,Container
3/19/18,1,467,TRUE,red,14.31,6,Container
3/26/18,1,246,TRUE,red,12.94,6,Container
4/2/18,1,16,FALSE,red,20.14,6,Container
4/9/18,1,40,FALSE,red,21.99,6,Container
4/16/18,1,110,TRUE,red,31.26,6,Container
4/23/18,1,197,TRUE,red,16.8,6,Container
4/30/18,1,235,TRUE,red,21.57,6,Container
5/7/18,1,215,FALSE,red,15.13,6,Container
5/14/18,1,301,TRUE,red,14.12,6,Container
5/21/18,1,2860,TRUE,red,7.51,6,Container
5/28/18,1,15,TRUE,red,21.48,6,Container
6/4/18,1,194,TRUE,red,27.78,6,Container
6/11/18,1,37,FALSE,red,21.99,6,Container
6/18/18,1,168,TRUE,red,20.51,6,Container
6/25/18,1,79,TRUE,red,21.99,6,Container
7/2/18,1,100,TRUE,red,20.83,6,Container
7/9/18,1,233,TRUE,red,14.55,6,Container
7/16/18,1,111,TRUE,red,20.98,6,Container
7/23/18,1,109,FALSE,red,16.61,6,Container
7/30/18,1,249,TRUE,red,15.43,6,Container
8/6/18,1,225,TRUE,red,14.53,6,Container
8/13/18,1,91,TRUE,red,17.08,6,Container
8/20/18,1,215,TRUE,red,15.35,6,Container
8/27/18,1,171,TRUE,red,15.48,6,Container
9/3/18,1,59,TRUE,red,24.11,6,Container
9/10/18,1,131,FALSE,red,13.87,6,Container
9/17/18,1,2489,FALSE,red,11.34,6,Container
9/24/18,1,237,TRUE,red,14.8,6,Container
10/31/16,2,92,TRUE,grey,19.99,8,Pick Up
11/7/16,2,95,TRUE,grey,19.99,8,Pick Up
11/14/16,2,88,FALSE,grey,21.99,8,Pick Up
11/21/16,2,82,TRUE,grey,19.88,8,Pick Up
11/28/16,2,76,TRUE,grey,20.81,8,Pick Up
12/5/16,2,86,TRUE,grey,21.49,8,Pick Up
12/12/16,2,121,TRUE,grey,20.44,8,Pick Up
12/19/16,2,94,TRUE,grey,19.53,8,Pick Up
12/26/16,2,122,TRUE,grey,20.68,8,Pick Up
1/2/17,2,101,TRUE,grey,20.73,8,Pick Up
1/9/17,2,89,TRUE,grey,20.23,8,Pick Up
1/16/17,2,62,TRUE,grey,26.64,8,Pick Up
1/23/17,2,66,TRUE,grey,24.11,8,Pick Up
1/30/17,2,41,TRUE,grey,27.4,8,Pick Up
2/6/17,2,64,TRUE,grey,26.71,8,Pick Up
